id,Country,Name,Description,Type,Autumn,Winter,Spring,Summer,Ingredients,Food_Groups,Total_Energy,Total_Protein,Total_Fat,Total_Carbs,Total_Fibre,Total_Calcium,Total_Iron,Total_Folate,Dishes,Quantities,Food_Groups_Counter
2009,Spain,"Forner coca, coffee with milk and tangerine",nan,Breakfast,Y,Y,Y,N,"[[""11-886"", ""17-063"", ""17-038"", ""17-379"", ""17-377"", ""14-839"", ""17-367""], [""17-156""], [""14-327""], [""14-327""]]","[[""AA"", ""SC"", ""OC"", ""WY"", ""WY"", ""GA"", ""WY""], [""PAC""], [""FA""], [""FA""]]",432.18499999999995,10.6245,12.934500000000002,73.0775,5.26,151.82,2.6189000000000004,168.14999999999998,"[2131, 2005, 2132, 2132]","[[62.5, 2.0, 4.5, 2.0, 30.0, 9.0, 0.8], [225.0], [115.0], [115.0]]","[[""AA"", 1, 62.5], [""SC"", 1, 2.0], [""OC"", 1, 4.5], [""WY"", 1, 2.0], [""GA"", 1, 9.0], [""PAC"", 1, 225.0], [""FA"", 2, 230.0]]"
2010,Spain,"Mushrooms, milanese rice and yogurt",nan,Lunch,Y,Y,N,N,"[[""13-505"", ""17-038"", ""17-367"", ""13-893""], [""11-861"", ""13-438"", ""19-496"", ""12-526"", ""13-517"", ""13-499"", ""13-806"", ""17-038"", ""17-367"", ""17-377""], [""12-379""]]","[[""DG"", ""OC"", ""WY"", ""H""], [""AC"", ""DF"", ""MAA"", ""BL"", ""DG"", ""DG"", ""H"", ""OC"", ""WY"", ""WY""], [""BN""]]",927.99,33.2155,46.9945,99.42249999999999,7.6235,525.875,3.5970000000000004,203.42,"[2134, 2135, 2133]","[[250.0, 15.0, 0.5, 2.0], [90.0, 62.5, 25.0, 25.0, 75.0, 25.0, 0.5, 20.0, 0.5, 200.0], [125.0]]","[[""DG"", 2, 325.0], [""OC"", 2, 35.0], [""WY"", 2, 1.0], [""H"", 2, 2.5], [""AC"", 1, 90.0], [""DF"", 1, 62.5], [""MAA"", 1, 25.0], [""BL"", 1, 25.0], [""BN"", 1, 125.0]]"
2011,Spain,Fresh cheese with honey,nan,Snack,Y,Y,Y,Y,"[[""12-176"", ""17-050""]]","[[""BL"", ""SC""]]",158.4,6.66,7.7,16.68,0,169,0.36000000000000004,0,[2108],"[[70.0, 20.0]]","[[""BL"", 1, 70.0], [""SC"", 1, 20.0]]"
2012,Spain,"Pickled fish, cauliflower with beans and grapes",nan,Dinner,Y,Y,N,N,"[[""16-006"", ""13-244"", ""17-038"", ""17-339"", ""13-806"", ""17-367"", ""11-886""], [""13-513"", ""13-663"", ""17-038"", ""17-367"", ""17-339""], [""14-351""]]","[[""JA"", ""DG"", ""OC"", ""WY"", ""H"", ""WY"", ""AA""], [""DG"", ""DB"", ""OC"", ""WY"", ""WY""], [""FA""]]",922.335,65.569,37.351,85.38000000000001,25.84,251.10999999999999,6.808,159,"[2136, 2137, 2109]","[[250.0, 4.0, 10.0, 10.0, 0.5, 0.5, 25.0], [300.0, 150.0, 15.0, 0.5, 10.0], [180.0]]","[[""JA"", 1, 250.0], [""DG"", 2, 304.0], [""OC"", 2, 25.0], [""WY"", 2, 10.5], [""H"", 1, 0.5], [""AA"", 1, 25.0], [""DB"", 1, 150.0], [""FA"", 1, 180.0]]"
2013,Spain,Quince coca and milk,nan,Breakfast,Y,Y,N,N,"[[""14-241"", ""11-990"", ""17-063""], [""12-320""], [""14-351""]]","[[""FA"", ""AN"", ""SC""], [""BAK""], [""FA""]]",992.8000000000001,16.46,34.435,164.47,2.34,313.2,9.199499999999999,13.05,"[2138, 2008, 2109]","[[100.0, 140.0, 15.0], [225.0], [180.0]]","[[""FA"", 2, 280.0], [""AN"", 1, 140.0], [""SC"", 1, 15.0], [""BAK"", 1, 225.0]]"
2014,Spain,"Vegetables broth, cauliflower with beans and catalan cream",nan,Lunch,Y,Y,N,N,"[[""13-499"", ""13-496"", ""13-636"", ""13-624"", ""13-389"", ""17-377"", ""17-367""], [""13-513"", ""13-663"", ""17-038"", ""17-367"", ""17-339""], [""12-320"", ""12-939"", ""17-063"", ""11-1045"", ""13-874"", ""14-337""]]","[[""DG"", ""DG"", ""DG"", ""DG"", ""DG"", ""WY"", ""WY""], [""DG"", ""DB"", ""OC"", ""WY"", ""WY""], [""BAK"", ""CA"", ""SC"", ""AA"", ""H"", ""FA""]]",968.3000000000001,34.3735,42.147800000000004,120.08500000000001,27.8609,529.383,8.091280000000001,227.484,"[2139, 2137, 2141]","[[37.5, 50.0, 22.5, 50.0, 30.0, 250.0, 0.5], [300.0, 150.0, 15.0, 0.5, 10.0], [250.0, 40.0, 50.0, 10.0, 0.4, 6.0]]","[[""DG"", 2, 337.5], [""WY"", 2, 250.5], [""DB"", 1, 150.0], [""OC"", 1, 15.0], [""BAK"", 1, 250.0], [""CA"", 1, 40.0], [""SC"", 1, 50.0], [""AA"", 1, 10.0], [""H"", 1, 0.4], [""FA"", 1, 6.0]]"
2015,Spain,"Figs, walnuts and yogurt",nan,Snack,Y,Y,Y,Y,"[[""14-091"", ""14-879""], [""12-184""]]","[[""FA"", ""GA""], [""BNE""]]",369.65,13.485,24.75,24.990000000000002,0,335.2,1.445,42.3,"[2140, 2012]","[[150.0, 30.0], [125.0]]","[[""FA"", 1, 150.0], [""GA"", 1, 30.0], [""BNE"", 1, 125.0]]"
2016,Spain,"Bread soup, artichokes omelette and pomegranate",nan,Dinner,Y,Y,N,N,"[[""11-977"", ""13-244"", ""13-879"", ""17-038"", ""17-367""], [""12-938"", ""13-153"", ""17-038"", ""17-367""], [""14-227""], [""17-233""]]","[[""AF"", ""DG"", ""H"", ""OC"", ""WY""], [""CA"", ""DG"", ""OC"", ""WY""], [""FA""], [""QE""]]",494.35,23.172200000000004,21.479799999999997,45.887,1.6648,164.87800000000001,2.7388799999999995,93.548,"[2142, 2143, 2144, 2124]","[[55.0, 4.0, 0.2, 10.0, 0.5], [126.0, 100.0, 10.0, 0.5], [150.0], [60.0]]","[[""AF"", 1, 55.0], [""DG"", 2, 104.0], [""H"", 1, 0.2], [""OC"", 2, 20.0], [""WY"", 2, 1.0], [""CA"", 1, 126.0], [""FA"", 1, 150.0], [""QE"", 1, 60.0]]"
2017,Spain,"Tomato toast, milk and pear",nan,Breakfast,Y,Y,Y,Y,"[[""13-517"", ""11-1136"", ""17-038"", ""17-367""], [""12-554""], [""14-361""]]","[[""DG"", ""AF"", ""OC"", ""WY""], [""BAE""], [""FA""]]",277.88,10.062,9.847999999999999,39.504999999999995,6.568,279.76,0.9054,43.33,"[2002, 2182, 2099]","[[120.0, 12.0, 9.0, 1.0], [225.0], [200.0]]","[[""DG"", 1, 120.0], [""AF"", 1, 12.0], [""OC"", 1, 9.0], [""WY"", 1, 1.0], [""BAE"", 1, 225.0], [""FA"", 1, 200.0]]"
2018,Spain,"Green Salad, vegetables rice and roasted apple",nan,Lunch,Y,Y,Y,Y,"[[""15-648"", ""17-038"", ""17-367""], [""11-861"", ""15-621"", ""17-038"", ""17-367""], [""14-342""]]","[[""DR"", ""OC"", ""WY""], [""AC"", ""DR"", ""OC"", ""WY""], [""FA""]]",930.95,13.080000000000002,48.545,118,11.36,123.8,2.8829999999999996,52.8,"[2145, 2146, 2115]","[[80.0, 20.0, 0.5], [100.0, 220.0, 15.0, 0.5], [150.0]]","[[""DR"", 2, 300.0], [""OC"", 2, 35.0], [""WY"", 2, 1.0], [""AC"", 1, 100.0], [""FA"", 1, 150.0]]"
2019,Spain,Greek yogurt and walnuts,nan,Snack,Y,Y,Y,Y,"[[""12-555""], [""14-879""]]","[[""BN""], [""GA""]]",372.65,11.535,33.3,6.99,0,185.7,1.0075,42.3,"[2154, 2147]","[[125.0], [30.0]]","[[""BN"", 1, 125.0], [""GA"", 1, 30.0]]"
2020,Spain,"Pumpkin soup, sardines and macedonia",nan,Dinner,Y,Y,N,N,"[[""13-326"", ""13-499"", ""14-820"", ""17-367"", ""13-879""], [""16-401"", ""17-367""], [""14-333""]]","[[""DG"", ""DG"", ""GA"", ""WY"", ""H""], [""JC"", ""WY""], [""FA""]]",576.6,63.1541,19.5529,39.57,1.1349,270.529,6.17414,51.549,"[2067, 2148, 2107]","[[250.0, 50.0, 30.0, 0.5, 0.1], [300.0, 0.5], [200.0]]","[[""DG"", 1, 250.0], [""GA"", 1, 30.0], [""WY"", 2, 1.0], [""H"", 1, 0.1], [""JC"", 1, 300.0], [""FA"", 1, 200.0]]"
2021,Spain,"Coffee with milk, olive oil toast and ornage juice",nan,Breakfast,Y,Y,N,N,"[[""17-156""], [""11-982"", ""17-038"", ""17-367""], [""14-369""]]","[[""PAC""], [""AF"", ""OC"", ""WY""], [""FC""]]",363.45000000000005,8.605,17.479999999999997,46.004999999999995,4.51,128.39000000000001,2.4917000000000002,89.15,"[2005, 2010, 2026]","[[225.0], [55.0, 15.0, 0.4], [220.0]]","[[""PAC"", 1, 225.0], [""AF"", 1, 55.0], [""OC"", 1, 15.0], [""WY"", 1, 0.4], [""FC"", 1, 220.0]]"
2022,Spain,"Fish broth, fideua and pears in wine",nan,Lunch,Y,Y,N,N,"[[""16-092"", ""13-624"", ""13-887"", ""13-496"", ""13-844"", ""17-367""], [""11-719"", ""13-499"", ""13-517"", ""13-244"", ""16-387"", ""16-235"", ""16-254"", ""13-879"", ""17-038"", ""17-367""], [""14-321"", ""17-752"", ""17-063"", ""13-874""]]","[[""JA"", ""DG"", ""H"", ""DG"", ""H"", ""WY""], [""AD"", ""DG"", ""DG"", ""DG"", ""JK"", ""JK"", ""JM"", ""H"", ""OC"", ""WY""], [""FA"", ""QE"", ""SC"", ""H""]]",1189.1575,90.34075,21.08885,137.09975,12.95505,416.81100000000004,16.82241,210.18550000000002,"[2155, 2156, 2130]","[[150.0, 100.0, 33.75, 37.5, 15.0, 0.5], [100.0, 37.5, 75.0, 4.0, 14.0, 100.0, 200.0, 0.5, 15.0, 0.5], [220.0, 167.0, 25.0, 0.3]]","[[""JA"", 1, 150.0], [""DG"", 2, 137.5], [""H"", 3, 34.55], [""WY"", 2, 1.0], [""AD"", 1, 100.0], [""JK"", 1, 14.0], [""JM"", 1, 200.0], [""OC"", 1, 15.0], [""FA"", 1, 220.0], [""QE"", 1, 167.0], [""SC"", 1, 25.0]]"
2023,Spain,Banana,nan,Snack,Y,Y,Y,Y,"[[""14-347""]]","[[""FA""]]",81.6,1.28,0,20.48,1.44,6.4,0.272,14.4,[2098],[[160.0]],"[[""FA"", 1, 160.0]]"
2024,Spain,"Aubergines, beef steak and persimmon fruit",nan,Dinner,Y,Y,Y,Y,"[[""13-161"", ""17-038"", ""17-367"", ""13-881""], [""18-016"", ""17-038"", ""17-367""]]","[[""DG"", ""OC"", ""WY"", ""H""], [""MAC"", ""OC"", ""WY""]]",506.75,39.9912,36.7613,4.4,0.07859999999999999,28.11,4.5259,54.03,"[2157, 2158]","[[200.0, 15.0, 0.5, 0.3], [180.0, 10.0, 0.5]]","[[""DG"", 1, 200.0], [""OC"", 2, 25.0], [""WY"", 2, 1.0], [""H"", 1, 0.3], [""MAC"", 1, 180.0]]"
2025,Spain,Bread with honey and skimmed yogurt,nan,Breakfast,Y,Y,Y,Y,"[[""11-980"", ""17-050""], [""12-379""]]","[[""AF"", ""SC""], [""BN""]]",234.9,10.405,2.13,46.565,1.375,300.6,1.04,36.25,"[2159, 2133]","[[55.0, 15.0], [125.0]]","[[""AF"", 1, 55.0], [""SC"", 1, 15.0], [""BN"", 1, 125.0]]"
2026,Spain,"Squid and artichoke rice, and strawberries",nan,Lunch,Y,Y,Y,N,"[[""11-861"", ""16-263"", ""13-153"", ""13-499"", ""13-244"", ""17-038"", ""17-367""], [""14-324""]]","[[""AC"", ""JM"", ""DG"", ""DG"", ""DG"", ""OC"", ""WY""], [""FA""]]",714.335,40.043,20.0895,101.03099999999999,6.675,114.66,2.4354,187.175,"[2160, 2104]","[[100.0, 190.0, 100.0, 37.5, 2.0, 15.0, 0.8], [125.0]]","[[""AC"", 1, 100.0], [""JM"", 1, 190.0], [""DG"", 1, 100.0], [""OC"", 1, 15.0], [""WY"", 1, 0.8], [""FA"", 1, 125.0]]"
2027,Spain,Lemon cake,nan,Snack,Y,Y,Y,Y,"[[""11-1005""]]","[[""AN""]]",209.4,2.4,6.66,36.9,0,43.8,1.2,6.6,[2018],[[60.0]],"[[""AN"", 1, 60.0]]"
2028,Spain,"Chicken broth, liver with onion and quince sweet",nan,Dinner,Y,Y,Y,Y,"[[""18-301"", ""13-389"", ""13-496"", ""13-624"", ""13-499"", ""13-636"", ""17-377"", ""17-367""], [""18-417"", ""13-499"", ""17-755"", ""17-038"", ""17-367"", ""13-880""], [""14-241"", ""17-063"", ""17-377"", ""14-277""]]","[[""MCA"", ""DG"", ""DG"", ""DG"", ""DG"", ""DG"", ""WY"", ""WY""], [""MG"", ""DG"", ""QE"", ""OC"", ""WY"", ""H""], [""FA"", ""SC"", ""WY"", ""PE""]]",1115.07,88.8508,37.3846,103.994,6.8176000000000005,175.86599999999999,24.137220000000003,505.55400000000003,"[2162, 2051, 2163]","[[250.0, 40.0, 50.0, 34.0, 45.0, 45.0, 330.0, 0.5], [150.0, 100.0, 45.0, 20.0, 0.5, 0.2], [170.0, 70.0, 170.0, 10.0]]","[[""MCA"", 1, 250.0], [""DG"", 2, 140.0], [""WY"", 3, 500.5], [""MG"", 1, 150.0], [""QE"", 1, 45.0], [""OC"", 1, 20.0], [""H"", 1, 0.2], [""FA"", 1, 170.0], [""SC"", 1, 70.0], [""PE"", 1, 10.0]]"
2029,Spain,Pancakes and orange juice,nan,Breakfast,Y,Y,N,N,"[[""11-1142""], [""14-369""]]","[[""AS""], [""FC""]]",453.6,10.77,14.55,74.52000000000001,1.5,195.9,1.815,76.6,"[2023, 2026]","[[150.0], [220.0]]","[[""AS"", 1, 150.0], [""FC"", 1, 220.0]]"
2030,Spain,"Beans with chard, tomato scrambled eggs and figs",nan,Lunch,Y,Y,Y,Y,"[[""13-086"", ""13-223"", ""19-649"", ""17-038"", ""17-367""], [""12-963"", ""13-517"", ""17-038"", ""17-367""], [""14-091""]]","[[""DB"", ""DG"", ""MAA"", ""OC"", ""WY""], [""CA"", ""DG"", ""OC"", ""WY""], [""FA""]]",836.51,44.99400000000001,43.429,71.96,1.5,443.78000000000003,14.039000000000001,570.98,"[2164, 2165, 2166]","[[80.0, 300.0, 24.0, 15.0, 0.5], [106.0, 150.0, 10.0, 0.5], [200.0]]","[[""DB"", 1, 80.0], [""DG"", 2, 450.0], [""MAA"", 1, 24.0], [""OC"", 2, 25.0], [""WY"", 2, 1.0], [""CA"", 1, 106.0], [""FA"", 1, 200.0]]"
2032,Spain,"Grilled potatoes, endives and blue cheese salad and pear",nan,Dinner,Y,Y,N,N,"[[""13-620"", ""13-244"", ""17-038"", ""13-893"", ""17-367""], [""13-240"", ""12-354"", ""14-887"", ""17-038"", ""17-367"", ""14-366""], [""14-361""]]","[[""DAM"", ""DG"", ""OC"", ""H"", ""WY""], [""DG"", ""BL"", ""GA"", ""OC"", ""WY"", ""F""], [""FA""]]",718.37,15.2115,51.9555,50.518,5.606,257.36,2.9109999999999996,129.325,"[2063, 2085, 2099]","[[150.0, 4.0, 20.0, 2.0, 0.6], [50.0, 37.5, 36.0, 10.0, 0.4, 40.0], [200.0]]","[[""DAM"", 1, 150.0], [""DG"", 2, 54.0], [""OC"", 2, 30.0], [""H"", 1, 2.0], [""WY"", 2, 1.0], [""BL"", 1, 37.5], [""GA"", 1, 36.0], [""F"", 1, 40.0], [""FA"", 1, 200.0]]"
2033,Spain,"Milk and bread porridge, figs and walnuts",nan,Breakfast,Y,N,Y,Y,"[[""12-596"", ""11-1145"", ""17-063""], [""14-091"", ""14-879""]]","[[""BAK"", ""AF"", ""SC""], [""FA"", ""GA""]]",581.9,18.34,30.84,61.970000000000006,1.16,448.7,2,51.400000000000006,"[2129, 2140]","[[250.0, 40.0, 15.0], [150.0, 30.0]]","[[""BAK"", 1, 250.0], [""AF"", 1, 40.0], [""SC"", 1, 15.0], [""FA"", 1, 150.0], [""GA"", 1, 30.0]]"
2034,Spain,"Roasted vegetables, beef fricando and rice puding",nan,Lunch,N,N,Y,Y,"[[""13-499"", ""13-318"", ""13-524"", ""13-161"", ""13-627"", ""17-038"", ""17-367""], [""18-016"", ""13-505"", ""13-499"", ""13-517"", ""13-244"", ""14-897"", ""11-886"", ""17-367"", ""17-038""], [""12-608"", ""13-874""]]","[[""DG"", ""DG"", ""DG"", ""DG"", ""DG"", ""OC"", ""WY""], [""MAC"", ""DG"", ""DG"", ""DG"", ""DG"", ""GA"", ""AA"", ""WY"", ""OC""], [""BR"", ""H""]]",948.02,50.271,63.26700000000001,47.832,6.1745,280.9,6.282000000000001,221.45000000000002,"[2044, 2047, 2168]","[[27.0, 50.0, 50.0, 150.0, 100.0, 20.0, 0.6], [175.0, 120.0, 50.0, 90.0, 4.0, 5.0, 5.0, 0.7, 20.0], [130.0, 0.5]]","[[""DG"", 2, 147.0], [""OC"", 2, 40.0], [""WY"", 2, 1.2999999999999998], [""MAC"", 1, 175.0], [""GA"", 1, 5.0], [""AA"", 1, 5.0], [""BR"", 1, 130.0], [""H"", 1, 0.5]]"
2035,Spain,Watermelon,nan,Snack,N,N,Y,Y,"[[""14-309""]]","[[""FA""]]",63,1.05,0.7,14,0,14,0.7,3.5,[2101],[[350.0]],"[[""FA"", 1, 350.0]]"
2036,Spain,"Boiled beans, hake soup and orange",nan,Dinner,Y,Y,Y,Y,"[[""13-107"", ""17-038"", ""17-367""], [""16-070"", ""11-719"", ""17-367"", ""13-806"", ""17-377""], [""14-360""]]","[[""DB"", ""OC"", ""WY""], [""JA"", ""AD"", ""WY"", ""H"", ""WY""], [""FA""]]",694.402,58.630399999999995,16.7736,79.19439999999999,2.7,181.92,6.6575,346.5,"[2169, 2170, 2120]","[[200.0, 10.0, 0.5], [200.0, 25.0, 0.5, 0.4, 250.0], [225.0]]","[[""DB"", 1, 200.0], [""OC"", 1, 10.0], [""WY"", 2, 1.0], [""JA"", 1, 200.0], [""AD"", 1, 25.0], [""H"", 1, 0.4], [""FA"", 1, 225.0]]"
2037,Spain,"Coffee with mikl, olive oil toast and ornage juice",nan,Breakfast,N,N,Y,Y,"[[""17-156""], [""14-347""]]","[[""PAC""], [""FA""]]",97.35,2.4050000000000002,0.9,21.605,1.44,40.15,0.497,16.65,"[2005, 2098]","[[225.0], [160.0]]","[[""PAC"", 1, 225.0], [""FA"", 1, 160.0]]"
2038,Spain,Empedrat and strawberries,nan,Lunch,N,N,Y,Y,"[[""16-490"", ""13-663"", ""12-938"", ""13-517"", ""13-499"", ""14-340"", ""17-038"", ""17-367"", ""13-880""], [""14-324""]]","[[""JA"", ""DB"", ""CA"", ""DG"", ""DG"", ""FA"", ""OC"", ""WY"", ""H""], [""FA""]]",490.775,47.8462,20.777399999999997,30.125,17.7509,114.17899999999999,3.255629999999999,115.126,"[2171, 2104]","[[70.0, 100.0, 140.0, 90.0, 37.5, 30.0, 15.0, 0.5, 0.3], [125.0]]","[[""JA"", 1, 70.0], [""DB"", 1, 100.0], [""CA"", 1, 140.0], [""DG"", 1, 90.0], [""FA"", 2, 155.0], [""OC"", 1, 15.0], [""WY"", 1, 0.5], [""H"", 1, 0.3]]"
2039,Spain,Yogurt with fruits,nan,Snack,N,N,Y,Y,"[[""12-184"", ""14-325"", ""14-318"", ""14-381""]]","[[""BNE"", ""FA"", ""FA"", ""FA""]]",210.75,9.147,4.166,36.628,2.59,262.6,0.6200000000000001,42.14,[2015],"[[125.0, 18.0, 80.0, 100.0]]","[[""BNE"", 1, 125.0], [""FA"", 1, 18.0]]"
2040,Spain,French beans with ham and tomato toast,nan,Dinner,N,N,Y,Y,"[[""13-517"", ""11-1136"", ""17-038"", ""17-367""]]","[[""DG"", ""AF"", ""OC"", ""WY""]]",129.63,1.8119999999999998,9.423,10.08,1.968,38.26,0.6654,31.080000000000002,[2002],"[[120.0, 12.0, 9.0, 1.0]]","[[""DG"", 1, 120.0], [""AF"", 1, 12.0], [""OC"", 1, 9.0], [""WY"", 1, 1.0]]"
2041,Spain,"Cheese and tomato toast, and macedonia",nan,Breakfast,Y,Y,Y,Y,"[[""11-980"", ""13-517"", ""12-539"", ""17-038"", ""17-367""], [""14-333""]]","[[""AF"", ""DG"", ""BL"", ""OC"", ""WY""], [""FA""]]",386.85,10.695,14.52,57.005,1.875,188.89,1.3612000000000002,36.25,"[2173, 2107]","[[55.0, 50.0, 50.0, 10.0, 0.4], [200.0]]","[[""AF"", 1, 55.0], [""DG"", 1, 50.0], [""BL"", 1, 50.0], [""OC"", 1, 10.0], [""WY"", 1, 0.4], [""FA"", 1, 200.0]]"
2042,Spain,"Green salad, bolognaise pasta and melon",nan,Lunch,Y,Y,Y,Y,"[[""15-648"", ""17-038"", ""17-367""], [""19-483"", ""12-526""], [""14-355""]]","[[""DR"", ""OC"", ""WY""], [""MR"", ""BL""], [""FA""]]",583.2,21.84,34.64,49.26,5.800000000000001,284.25,2.3735,48,"[2145, 2003, 2100]","[[80.0, 20.0, 0.5], [200.0, 20.0], [200.0]]","[[""DR"", 1, 80.0], [""OC"", 1, 20.0], [""WY"", 1, 0.5], [""MR"", 1, 200.0], [""BL"", 1, 20.0], [""FA"", 1, 200.0]]"
2043,Spain,"Bread, chocolate and olive oil",nan,Snack,Y,Y,Y,Y,"[[""11-980"", ""17-491"", ""17-038"", ""17-367""]]","[[""AF"", ""SEA"", ""OC"", ""WY""]]",312.35,5.345,16.47,38.055,1.375,103.97999999999999,1.3809,16.15,[2174],"[[55.0, 20.0, 10.0, 0.3]]","[[""AF"", 1, 55.0], [""SEA"", 1, 20.0], [""OC"", 1, 10.0], [""WY"", 1, 0.3]]"
2044,Spain,"Catalan spinach, squid with ink and peach",nan,Dinner,N,N,Y,Y,"[[""13-572"", ""13-499"", ""14-393"", ""14-839"", ""17-038"", ""17-367""], [""16-263"", ""13-244"", ""13-499"", ""13-844"", ""17-367""], [""14-312""]]","[[""DG"", ""DG"", ""FA"", ""GA"", ""OC"", ""WY""], [""JM"", ""DG"", ""DG"", ""H"", ""WY""], [""FA""]]",534.75,41.93599999999999,27.569,31.526000000000003,1.4580000000000002,473.96000000000004,8.076,315.74000000000007,"[2050, 2076, 2175]","[[240.0, 27.0, 10.0, 10.0, 15.0, 0.5], [200.0, 4.0, 27.0, 2.0, 0.5], [200.0]]","[[""DG"", 2, 244.0], [""FA"", 2, 210.0], [""GA"", 1, 10.0], [""OC"", 1, 15.0], [""WY"", 2, 1.0], [""JM"", 1, 200.0], [""H"", 1, 2.0]]"
2045,Spain,"Coffee with milk, vegetal yogurt",nan,Breakfast,N,N,Y,Y,"[[""17-156""], [""12-609""], [""14-225""]]","[[""PAC""], [""BN""], [""FA""]]",136.95,5.9,3.53,22.285,1.25,192.85,1.0474999999999999,6.15,"[2005, 2118, 2105]","[[225.0], [125.0], [130.0]]","[[""PAC"", 1, 225.0], [""BN"", 1, 125.0], [""FA"", 1, 130.0]]"
2046,Spain,"Caprese salad, fideua and melon",nan,Lunch,N,N,Y,Y,"[[""12-360"", ""13-517"", ""13-804"", ""17-038"", ""17-367""], [""11-719"", ""13-499"", ""13-517"", ""13-244"", ""16-387"", ""16-235"", ""16-254"", ""13-879"", ""17-038"", ""17-367""], [""14-355""]]","[[""BL"", ""DG"", ""H"", ""OC"", ""WY""], [""AD"", ""DG"", ""DG"", ""DG"", ""JK"", ""JK"", ""JM"", ""H"", ""OC"", ""WY""], [""FA""]]",1111.975,78.5555,50.164,92.657,5.6495,567.815,13.4522,174.26000000000002,"[2091, 2156, 2100]","[[75.0, 230.0, 5.0, 15.0, 0.5], [100.0, 37.5, 75.0, 4.0, 14.0, 100.0, 200.0, 0.5, 15.0, 0.5], [200.0]]","[[""BL"", 1, 75.0], [""DG"", 2, 267.5], [""H"", 2, 5.5], [""OC"", 2, 30.0], [""WY"", 2, 1.0], [""AD"", 1, 100.0], [""JK"", 1, 14.0], [""JM"", 1, 200.0], [""FA"", 1, 200.0]]"
2047,Spain,Watermelon and pistachio nuts,nan,Snack,N,N,Y,Y,"[[""14-309""]]","[[""FA""]]",63,1.05,0.7,14,0,14,0.7,3.5,[2101],[[350.0]],"[[""FA"", 1, 350.0]]"
2048,Spain,"Tomato salda, russian salad and yogurt with fruits",nan,Dinner,N,N,Y,Y,"[[""15-648"", ""13-519"", ""13-499"", ""17-038"", ""17-367""], [""13-490"", ""12-938"", ""13-497"", ""16-417"", ""14-340"", ""13-536"", ""17-809"", ""17-367"", ""17-718""], [""12-184"", ""14-325"", ""14-318"", ""14-381""]]","[[""DR"", ""DG"", ""DG"", ""OC"", ""WY""], [""DAM"", ""CA"", ""DG"", ""JC"", ""FA"", ""DF"", ""WC"", ""WY"", ""WCG""], [""BNE"", ""FA"", ""FA"", ""FA""]]",964.855,31.659999999999997,63.566500000000005,68.69250000000001,8.267,339.02000000000004,3.1314500000000005,117.67999999999999,"[2177, 2033, 2015]","[[50.0, 85.0, 18.0, 15.0, 0.5], [112.5, 37.5, 50.0, 50.0, 20.0, 16.0, 45.0, 0.5, 8.0], [125.0, 18.0, 80.0, 100.0]]","[[""DR"", 1, 50.0], [""DG"", 2, 135.0], [""OC"", 1, 15.0], [""WY"", 2, 1.0], [""DAM"", 1, 112.5], [""CA"", 1, 37.5], [""JC"", 1, 50.0], [""FA"", 2, 38.0], [""DF"", 1, 16.0], [""WC"", 1, 45.0], [""WCG"", 1, 8.0], [""BNE"", 1, 125.0]]"
2049,Spain,"Milk and bread porridge, mixed roasted nuts",nan,Breakfast,Y,Y,Y,Y,"[[""12-596"", ""11-1145"", ""17-063""], [""14-880""]]","[[""BAK"", ""AF"", ""SC""], [""GA""]]",485.3,19.12,24.57,50.21,1.16,391.7,1.5590000000000002,59.5,"[2129, 2111]","[[250.0, 40.0, 15.0], [30.0]]","[[""BAK"", 1, 250.0], [""AF"", 1, 40.0], [""SC"", 1, 15.0], [""GA"", 1, 30.0]]"
2050,Spain,"Green salad, fish rice and macedonia",nan,Lunch,Y,Y,Y,Y,"[[""15-648"", ""17-038"", ""17-367""], [""11-861"", ""16-263"", ""16-248"", ""50-1173"", ""13-244"", ""17-367"", ""13-524""], [""14-333""]]","[[""DR"", ""OC"", ""WY""], [""AC"", ""JM"", ""JK"", ""WCN"", ""DG"", ""WY"", ""DG""], [""FA""]]",833.07,42.565999999999995,26.594,113.43699999999998,1.9800000000000002,160.81,3.6105,102.75,"[2145, 2059, 2107]","[[80.0, 20.0, 0.5], [90.0, 150.0, 60.0, 30.0, 4.0, 0.5, 45.0], [200.0]]","[[""DR"", 1, 80.0], [""OC"", 1, 20.0], [""WY"", 2, 1.0], [""AC"", 1, 90.0], [""JM"", 1, 150.0], [""JK"", 1, 60.0], [""WCN"", 1, 30.0], [""DG"", 1, 4.0], [""FA"", 1, 200.0]]"
2051,Spain,Fresh cheese with honey,nan,Snack,Y,Y,Y,Y,"[[""12-176"", ""17-050""]]","[[""BL"", ""SC""]]",158.4,6.66,7.7,16.68,0,169,0.36000000000000004,0,[2108],"[[70.0, 20.0]]","[[""BL"", 1, 70.0], [""SC"", 1, 20.0]]"
